,gene_stable_id,gene_type,gene_name,hgnc_name,hgnc_id,hgnc_id_exists,panther_id,tigrfam_id,wikigene_name,gene_description,pid_suffix
11887,ENSG00000134014,protein_coding,ELP3,ELP3,HGNC:20696,True,PTHR11135:SF0,TIGR01211,ELP3,elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696],SF0
11888,ENSG00000134014,protein_coding,ELP3,ELP3,HGNC:20696,True,PTHR11135,TIGR01211,ELP3,elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696],PTHR11135
11890,ENSG00000134014,protein_coding,ELP3,ELP3,HGNC:20696,True,PTHR11135:SF7,TIGR01211,ELP3,elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696],SF7
11912,ENSG00000181192,protein_coding,DHTKD1,DHTKD1,HGNC:23537,True,PTHR23152,TIGR00239,DHTKD1,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537],PTHR23152
11913,ENSG00000181192,protein_coding,DHTKD1,DHTKD1,HGNC:23537,True,PTHR23152:SF4,TIGR00239,DHTKD1,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537],SF4
11922,ENSG00000126903,protein_coding,SLC10A3,SLC10A3,HGNC:22979,True,PTHR10361:SF3,TIGR00841,SLC10A3,solute carrier family 10 member 3 [Source:HGNC Symbol;Acc:HGNC:22979],SF3
11923,ENSG00000126903,protein_coding,SLC10A3,SLC10A3,HGNC:22979,True,PTHR10361,TIGR00841,SLC10A3,solute carrier family 10 member 3 [Source:HGNC Symbol;Acc:HGNC:22979],PTHR10361
11947,ENSG00000178802,protein_coding,MPI,MPI,HGNC:7216,True,PTHR10309:SF0,TIGR00218,MPI,mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216],SF0
11948,ENSG00000178802,protein_coding,MPI,MPI,HGNC:7216,True,PTHR10309,TIGR00218,MPI,mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216],PTHR10309
11952,ENSG00000123570,protein_coding,RAB9B,RAB9B,HGNC:14090,True,PTHR47981:SF17,TIGR00231,RAB9B,"RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]",SF17
11953,ENSG00000123570,protein_coding,RAB9B,RAB9B,HGNC:14090,True,PTHR47981,TIGR00231,RAB9B,"RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]",PTHR47981
11957,ENSG00000274276,protein_coding,,,,False,PTHR10314:SF177,TIGR01137,LOC102724560,cystathionine-beta-synthase like,SF177
11958,ENSG00000274276,protein_coding,,,,False,PTHR10314,TIGR01137,LOC102724560,cystathionine-beta-synthase like,PTHR10314
11987,ENSG00000140105,protein_coding,WARS1,WARS1,HGNC:12729,True,PTHR10055:SF1,TIGR00233,WARS1,tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729],SF1
11988,ENSG00000140105,protein_coding,WARS1,WARS1,HGNC:12729,True,PTHR10055,TIGR00233,WARS1,tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729],PTHR10055
12149,ENSG00000242372,protein_coding,EIF6,EIF6,HGNC:6159,True,PTHR10784,TIGR00323,EIF6,eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159],PTHR10784
12152,ENSG00000166183,protein_coding,ASPG,ASPG,HGNC:20123,True,PTHR11707,TIGR00519,ASPG,asparaginase [Source:HGNC Symbol;Acc:HGNC:20123],PTHR11707
12166,ENSG00000132646,protein_coding,PCNA,PCNA,HGNC:8729,True,PTHR11352:SF5,TIGR00590,PCNA,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729],SF5
12167,ENSG00000132646,protein_coding,PCNA,PCNA,HGNC:8729,True,PTHR11352,TIGR00590,PCNA,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729],PTHR11352
12186,ENSG00000150753,protein_coding,CCT5,CCT5,HGNC:1618,True,PTHR11353:SF186,TIGR02343,CCT5,chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618],SF186
12187,ENSG00000150753,protein_coding,CCT5,CCT5,HGNC:1618,True,PTHR11353,TIGR02343,CCT5,chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618],PTHR11353
12210,ENSG00000060982,protein_coding,BCAT1,BCAT1,HGNC:976,True,PTHR11825:SF70,TIGR01123,BCAT1,branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976],SF70
12211,ENSG00000060982,protein_coding,BCAT1,BCAT1,HGNC:976,True,PTHR11825,TIGR01123,BCAT1,branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976],PTHR11825
12305,ENSG00000152932,protein_coding,RAB3C,RAB3C,HGNC:30269,True,PTHR47980,TIGR00231,RAB3C,"RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]",PTHR47980
12306,ENSG00000152932,protein_coding,RAB3C,RAB3C,HGNC:30269,True,PTHR47980:SF15,TIGR00231,RAB3C,"RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]",SF15
12365,ENSG00000104140,protein_coding,RHOV,RHOV,HGNC:18313,True,PTHR24072:SF144,TIGR00231,,ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313],SF144
12366,ENSG00000104140,protein_coding,RHOV,RHOV,HGNC:18313,True,PTHR24072,TIGR00231,,ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313],PTHR24072
12469,ENSG00000182362,protein_coding,YBEY,YBEY,HGNC:1299,True,,TIGR00043,YBEY,ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299],
12514,ENSG00000151224,protein_coding,MAT1A,MAT1A,HGNC:6903,True,PTHR11964,TIGR01034,MAT1A,methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903],PTHR11964
12515,ENSG00000151224,protein_coding,MAT1A,MAT1A,HGNC:6903,True,PTHR11964:SF11,TIGR01034,MAT1A,methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903],SF11
12526,ENSG00000244005,protein_coding,NFS1,NFS1,HGNC:15910,True,PTHR11601:SF34,TIGR02006,NFS1,NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910],SF34
12527,ENSG00000244005,protein_coding,NFS1,NFS1,HGNC:15910,True,PTHR11601,TIGR02006,NFS1,NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910],PTHR11601
12565,ENSG00000124608,protein_coding,AARS2,AARS2,HGNC:21022,True,PTHR11777,TIGR00344,AARS2,"alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]",PTHR11777
12566,ENSG00000124608,protein_coding,AARS2,AARS2,HGNC:21022,True,PTHR11777:SF8,TIGR00344,AARS2,"alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]",SF8
12631,ENSG00000131051,protein_coding,RBM39,RBM39,HGNC:15923,True,PTHR48036,TIGR01622,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],PTHR48036
12632,ENSG00000131051,protein_coding,RBM39,RBM39,HGNC:15923,True,PTHR48036:SF1,TIGR01622,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],SF1
12634,ENSG00000131051,protein_coding,RBM39,RBM39,HGNC:15923,True,PTHR23139:SF112,TIGR01622,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],SF112
12635,ENSG00000131051,protein_coding,RBM39,RBM39,HGNC:15923,True,PTHR23139,TIGR01622,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],PTHR23139
12645,ENSG00000130021,protein_coding,PUDP,PUDP,HGNC:16818,True,PTHR18901:SF43,TIGR01509,PUDP,pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818],SF43
12646,ENSG00000130021,protein_coding,PUDP,PUDP,HGNC:16818,True,PTHR18901,TIGR01509,PUDP,pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818],PTHR18901
12697,ENSG00000184470,protein_coding,TXNRD2,TXNRD2,HGNC:18155,True,PTHR48105,TIGR01438,TXNRD2,thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155],PTHR48105
12698,ENSG00000184470,protein_coding,TXNRD2,TXNRD2,HGNC:18155,True,PTHR48105:SF21,TIGR01438,TXNRD2,thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155],SF21
12751,ENSG00000165496,protein_coding,RPL10L,RPL10L,HGNC:17976,True,PTHR11726:SF29,TIGR00279,RPL10L,ribosomal protein L10 like [Source:HGNC Symbol;Acc:HGNC:17976],SF29
12752,ENSG00000165496,protein_coding,RPL10L,RPL10L,HGNC:17976,True,PTHR11726,TIGR00279,RPL10L,ribosomal protein L10 like [Source:HGNC Symbol;Acc:HGNC:17976],PTHR11726
12774,ENSG00000134594,protein_coding,RAB33A,RAB33A,HGNC:9773,True,PTHR47978,TIGR00231,RAB33A,"RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]",PTHR47978
12775,ENSG00000134594,protein_coding,RAB33A,RAB33A,HGNC:9773,True,PTHR47978:SF30,TIGR00231,RAB33A,"RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]",SF30
12787,ENSG00000159131,protein_coding,GART,GART,HGNC:4163,True,PTHR10520,TIGR00877,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",PTHR10520
12788,ENSG00000159131,protein_coding,GART,GART,HGNC:4163,True,PTHR10520,TIGR00878,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",PTHR10520
12789,ENSG00000159131,protein_coding,GART,GART,HGNC:4163,True,PTHR10520,TIGR00639,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",PTHR10520
12791,ENSG00000159131,protein_coding,GART,GART,HGNC:4163,True,PTHR10520:SF12,TIGR00877,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",SF12
12828,ENSG00000083720,protein_coding,OXCT1,OXCT1,HGNC:8527,True,PTHR13707:SF30,TIGR02429,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],SF30
12829,ENSG00000083720,protein_coding,OXCT1,OXCT1,HGNC:8527,True,PTHR13707,TIGR02429,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],PTHR13707
12830,ENSG00000083720,protein_coding,OXCT1,OXCT1,HGNC:8527,True,PTHR13707:SF30,TIGR02428,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],SF30
12831,ENSG00000083720,protein_coding,OXCT1,OXCT1,HGNC:8527,True,PTHR13707,TIGR02428,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],PTHR13707
12837,ENSG00000136381,protein_coding,IREB2,IREB2,HGNC:6115,True,PTHR11670:SF31,TIGR01341,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115],SF31
12838,ENSG00000136381,protein_coding,IREB2,IREB2,HGNC:6115,True,PTHR11670,TIGR01341,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115],PTHR11670
12849,ENSG00000130038,protein_coding,CRACR2A,CRACR2A,HGNC:28657,True,PTHR22621,TIGR00231,CRACR2A,calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657],PTHR22621
12850,ENSG00000130038,protein_coding,CRACR2A,CRACR2A,HGNC:28657,True,PTHR22621:SF27,TIGR00231,CRACR2A,calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657],SF27
12863,ENSG00000134533,protein_coding,RERG,RERG,HGNC:15980,True,PTHR24070,TIGR00231,RERG,RAS like estrogen regulated growth inhibitor [Source:HGNC Symbol;Acc:HGNC:15980],PTHR24070
12864,ENSG00000134533,protein_coding,RERG,RERG,HGNC:15980,True,PTHR24070:SF373,TIGR00231,RERG,RAS like estrogen regulated growth inhibitor [Source:HGNC Symbol;Acc:HGNC:15980],SF373
12886,ENSG00000023697,protein_coding,DERA,DERA,HGNC:24269,True,PTHR10889:SF3,TIGR00126,DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269],SF3
12887,ENSG00000023697,protein_coding,DERA,DERA,HGNC:24269,True,PTHR10889,TIGR00126,DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269],PTHR10889
13031,ENSG00000206418,protein_coding,RAB12,RAB12,HGNC:31332,True,PTHR47980:SF35,TIGR00231,RAB12,"RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]",SF35
13032,ENSG00000206418,protein_coding,RAB12,RAB12,HGNC:31332,True,PTHR47980,TIGR00231,RAB12,"RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]",PTHR47980
13037,ENSG00000066926,protein_coding,FECH,FECH,HGNC:3647,True,PTHR11108,TIGR00109,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],PTHR11108
13038,ENSG00000066926,protein_coding,FECH,FECH,HGNC:3647,True,PTHR11108:SF1,TIGR00109,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],SF1
13091,ENSG00000167461,protein_coding,RAB8A,RAB8A,HGNC:7007,True,PTHR47980,TIGR00231,RAB8A,"RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:7007]",PTHR47980
13092,ENSG00000167461,protein_coding,RAB8A,RAB8A,HGNC:7007,True,PTHR47980:SF33,TIGR00231,RAB8A,"RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:7007]",SF33
13126,ENSG00000134480,protein_coding,CCNH,CCNH,HGNC:1594,True,PTHR10026:SF8,TIGR00569,CCNH,cyclin H [Source:HGNC Symbol;Acc:HGNC:1594],SF8
13127,ENSG00000134480,protein_coding,CCNH,CCNH,HGNC:1594,True,PTHR10026,TIGR00569,CCNH,cyclin H [Source:HGNC Symbol;Acc:HGNC:1594],PTHR10026
13160,ENSG00000265681,protein_coding,RPL17,RPL17,HGNC:10307,True,PTHR11593:SF28,TIGR01038,RPL17,ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307],SF28
13161,ENSG00000265681,protein_coding,RPL17,RPL17,HGNC:10307,True,PTHR11593,TIGR01038,RPL17,ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307],PTHR11593
13162,ENSG00000265681,protein_coding,RPL17,RPL17,HGNC:10307,True,PTHR11593:SF24,TIGR01038,RPL17,ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307],SF24
13183,ENSG00000185052,protein_coding,SLC24A3,SLC24A3,HGNC:10977,True,PTHR10846:SF22,TIGR00367,SLC24A3,solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977],SF22
13184,ENSG00000185052,protein_coding,SLC24A3,SLC24A3,HGNC:10977,True,PTHR10846,TIGR00367,SLC24A3,solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977],PTHR10846
13185,ENSG00000147853,protein_coding,AK3,AK3,HGNC:17376,True,PTHR23359,TIGR01351,AK3,adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376],PTHR23359
13186,ENSG00000147853,protein_coding,AK3,AK3,HGNC:17376,True,PTHR23359:SF68,TIGR01351,AK3,adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376],SF68
13211,ENSG00000120158,protein_coding,RCL1,RCL1,HGNC:17687,True,PTHR11096:SF1,TIGR03400,RCL1,RNA terminal phosphate cyclase like 1 [Source:HGNC Symbol;Acc:HGNC:17687],SF1
13212,ENSG00000120158,protein_coding,RCL1,RCL1,HGNC:17687,True,PTHR11096,TIGR03400,RCL1,RNA terminal phosphate cyclase like 1 [Source:HGNC Symbol;Acc:HGNC:17687],PTHR11096
13215,ENSG00000129151,protein_coding,BBOX1,BBOX1,HGNC:964,True,PTHR10696:SF33,TIGR02409,BBOX1,gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964],SF33
13216,ENSG00000129151,protein_coding,BBOX1,BBOX1,HGNC:964,True,PTHR10696,TIGR02409,BBOX1,gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964],PTHR10696
13378,ENSG00000155463,protein_coding,OXA1L,OXA1L,HGNC:8526,True,PTHR12428,TIGR03592,OXA1L,OXA1L mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526],PTHR12428
13379,ENSG00000155463,protein_coding,OXA1L,OXA1L,HGNC:8526,True,PTHR12428:SF34,TIGR03592,OXA1L,OXA1L mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526],SF34
13401,ENSG00000151229,protein_coding,SLC2A13,SLC2A13,HGNC:15956,True,PTHR48020:SF12,TIGR00879,SLC2A13,solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956],SF12
13402,ENSG00000151229,protein_coding,SLC2A13,SLC2A13,HGNC:15956,True,PTHR48020,TIGR00879,SLC2A13,solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956],PTHR48020
13431,ENSG00000101986,protein_coding,ABCD1,ABCD1,HGNC:61,True,PTHR11384,TIGR00954,ABCD1,ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61],PTHR11384
13432,ENSG00000101986,protein_coding,ABCD1,ABCD1,HGNC:61,True,PTHR11384:SF21,TIGR00954,ABCD1,ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61],SF21
13457,ENSG00000100461,protein_coding,RBM23,RBM23,HGNC:20155,True,PTHR48036:SF3,TIGR01622,RBM23,RNA binding motif protein 23 [Source:HGNC Symbol;Acc:HGNC:20155],SF3
13458,ENSG00000100461,protein_coding,RBM23,RBM23,HGNC:20155,True,PTHR48036,TIGR01622,RBM23,RNA binding motif protein 23 [Source:HGNC Symbol;Acc:HGNC:20155],PTHR48036
13526,ENSG00000185875,protein_coding,THNSL1,THNSL1,HGNC:26160,True,PTHR43515,TIGR00260,THNSL1,threonine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26160],PTHR43515
13529,ENSG00000099810,protein_coding,MTAP,MTAP,HGNC:7413,True,PTHR42679:SF4,TIGR01694,MTAP,methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413],SF4
13530,ENSG00000099810,protein_coding,MTAP,MTAP,HGNC:7413,True,PTHR42679,TIGR01694,MTAP,methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413],PTHR42679
13576,ENSG00000173221,protein_coding,GLRX,GLRX,HGNC:4330,True,PTHR46185,TIGR02180,GLRX,glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330],PTHR46185
13587,ENSG00000101187,protein_coding,SLCO4A1,SLCO4A1,HGNC:10953,True,PTHR11388:SF146,TIGR00805,SLCO4A1,solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953],SF146
13588,ENSG00000101187,protein_coding,SLCO4A1,SLCO4A1,HGNC:10953,True,PTHR11388,TIGR00805,SLCO4A1,solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953],PTHR11388
13601,ENSG00000133818,protein_coding,RRAS2,RRAS2,HGNC:17271,True,PTHR24070:SF396,TIGR00231,RRAS2,RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271],SF396
13602,ENSG00000133818,protein_coding,RRAS2,RRAS2,HGNC:17271,True,PTHR24070,TIGR00231,RRAS2,RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271],PTHR24070
13616,ENSG00000171314,protein_coding,PGAM1,PGAM1,HGNC:8888,True,PTHR11931,TIGR01258,PGAM1,phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888],PTHR11931
13617,ENSG00000171314,protein_coding,PGAM1,PGAM1,HGNC:8888,True,PTHR11931:SF28,TIGR01258,PGAM1,phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888],SF28
13657,ENSG00000013573,protein_coding,DDX11,DDX11,HGNC:2736,True,PTHR11472,TIGR00604,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736],PTHR11472
13658,ENSG00000013573,protein_coding,DDX11,DDX11,HGNC:2736,True,PTHR11472:SF41,TIGR00604,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736],SF41
13787,ENSG00000100191,protein_coding,SLC5A4,SLC5A4,HGNC:11039,True,PTHR11819,TIGR00813,SLC5A4,solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039],PTHR11819
13788,ENSG00000100191,protein_coding,SLC5A4,SLC5A4,HGNC:11039,True,PTHR11819:SF112,TIGR00813,SLC5A4,solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039],SF112
13789,ENSG00000130299,protein_coding,GTPBP3,GTPBP3,HGNC:14880,True,PTHR42714:SF2,TIGR00231,GTPBP3,"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]",SF2
13790,ENSG00000130299,protein_coding,GTPBP3,GTPBP3,HGNC:14880,True,PTHR42714,TIGR00231,GTPBP3,"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]",PTHR42714
13879,ENSG00000109667,protein_coding,SLC2A9,SLC2A9,HGNC:13446,True,PTHR23503,TIGR00879,SLC2A9,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446],PTHR23503
13880,ENSG00000109667,protein_coding,SLC2A9,SLC2A9,HGNC:13446,True,PTHR23503:SF35,TIGR00879,SLC2A9,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446],SF35
13888,ENSG00000104043,protein_coding,ATP8B4,ATP8B4,HGNC:13536,True,PTHR24092,TIGR01494,ATP8B4,ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536],PTHR24092
13889,ENSG00000104043,protein_coding,ATP8B4,ATP8B4,HGNC:13536,True,PTHR24092:SF80,TIGR01494,ATP8B4,ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536],SF80
13890,ENSG00000104043,protein_coding,ATP8B4,ATP8B4,HGNC:13536,True,PTHR24092,TIGR01652,ATP8B4,ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536],PTHR24092
13891,ENSG00000104043,protein_coding,ATP8B4,ATP8B4,HGNC:13536,True,PTHR24092:SF80,TIGR01652,ATP8B4,ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536],SF80
13908,ENSG00000164949,protein_coding,GEM,GEM,HGNC:4234,True,PTHR45775,TIGR00231,GEM,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234],PTHR45775
13909,ENSG00000164949,protein_coding,GEM,GEM,HGNC:4234,True,PTHR45775:SF4,TIGR00231,GEM,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234],SF4
13919,ENSG00000105641,protein_coding,SLC5A5,SLC5A5,HGNC:11040,True,PTHR42985:SF11,TIGR00813,SLC5A5,solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040],SF11
13920,ENSG00000105641,protein_coding,SLC5A5,SLC5A5,HGNC:11040,True,PTHR42985,TIGR00813,SLC5A5,solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040],PTHR42985
13924,ENSG00000141642,protein_coding,ELAC1,ELAC1,HGNC:14197,True,PTHR46018:SF2,TIGR02651,ELAC1,elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197],SF2
13925,ENSG00000141642,protein_coding,ELAC1,ELAC1,HGNC:14197,True,PTHR46018,TIGR02651,ELAC1,elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197],PTHR46018
14090,ENSG00000065154,protein_coding,OAT,OAT,HGNC:8091,True,PTHR11986:SF118,TIGR01885,OAT,ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091],SF118
14091,ENSG00000065154,protein_coding,OAT,OAT,HGNC:8091,True,PTHR11986,TIGR01885,OAT,ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091],PTHR11986
14092,ENSG00000167588,protein_coding,GPD1,GPD1,HGNC:4455,True,PTHR11728:SF32,TIGR03376,GPD1,glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455],SF32
14093,ENSG00000167588,protein_coding,GPD1,GPD1,HGNC:4455,True,PTHR11728,TIGR03376,GPD1,glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455],PTHR11728
14112,ENSG00000170430,protein_coding,MGMT,MGMT,HGNC:7059,True,PTHR46460,TIGR00589,MGMT,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059],PTHR46460
14122,ENSG00000156398,protein_coding,SFXN2,SFXN2,HGNC:16086,True,PTHR11153:SF14,TIGR00798,SFXN2,sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086],SF14
14123,ENSG00000156398,protein_coding,SFXN2,SFXN2,HGNC:16086,True,PTHR11153,TIGR00798,SFXN2,sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086],PTHR11153
14126,ENSG00000166377,protein_coding,ATP9B,ATP9B,HGNC:13541,True,PTHR24092,TIGR01494,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541],PTHR24092
14127,ENSG00000166377,protein_coding,ATP9B,ATP9B,HGNC:13541,True,PTHR24092:SF50,TIGR01494,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541],SF50
14128,ENSG00000166377,protein_coding,ATP9B,ATP9B,HGNC:13541,True,PTHR24092,TIGR01652,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541],PTHR24092
14129,ENSG00000166377,protein_coding,ATP9B,ATP9B,HGNC:13541,True,PTHR24092:SF50,TIGR01652,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541],SF50
14168,ENSG00000148824,protein_coding,MTG1,MTG1,HGNC:32159,True,PTHR45782:SF4,TIGR03596,MTG1,mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159],SF4
14169,ENSG00000148824,protein_coding,MTG1,MTG1,HGNC:32159,True,PTHR45782,TIGR03596,MTG1,mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159],PTHR45782
14183,ENSG00000156958,protein_coding,GALK2,GALK2,HGNC:4119,True,PTHR10457,TIGR00131,GALK2,galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119],PTHR10457
